dispute_id,order_id,customer_id,order_date,delivery_date,dispute_date,days_to_dispute,order_amount_inr,customer_avg_order_val,order_value_ratio,reason_code,avs_match,cvv_match,pod_confirmed,address_match,repeat_customer,win_probability_ground_truth,won_dispute
DSP-2024-1867,ORD-800867,CUST-76973,2024-06-12 16:00:00,2024-06-14 16:00:00,2024-06-20 16:00:00,6,4493.8,4320.96,1.04,10.4_fraud,1,1,1,1,0,0.9372,1
DSP-2024-1779,ORD-800779,CUST-52817,2024-05-25 18:00:00,2024-05-29 18:00:00,2024-06-20 18:00:00,22,4513.55,4066.26,1.11,10.4_fraud,1,1,1,1,0,0.8569,1
DSP-2024-1881,ORD-800881,CUST-17045,2024-06-13 11:00:00,2024-06-15 11:00:00,2024-06-21 11:00:00,6,9940.51,8643.92,1.15,13.1_not_received,1,1,1,1,1,0.9294,1
DSP-2024-1896,ORD-800896,CUST-19402,2024-06-17 12:00:00,2024-06-20 12:00:00,2024-06-21 12:00:00,1,23320.39,14759.74,1.58,10.4_fraud,0,0,1,1,1,0.1734,0
DSP-2024-1897,ORD-800897,CUST-58601,2024-06-17 13:00:00,2024-06-20 13:00:00,2024-06-21 13:00:00,1,3143.55,4191.4,0.75,13.1_not_received,0,1,0,1,1,0.1323,0
DSP-2024-1870,ORD-800870,CUST-71049,2024-06-13 13:00:00,2024-06-19 13:00:00,2024-06-21 13:00:00,2,2227.82,2043.87,1.09,10.4_fraud,0,1,1,1,1,0.1456,0
DSP-2024-1877,ORD-800877,CUST-35852,2024-06-12 08:00:00,2024-06-15 08:00:00,2024-06-22 08:00:00,7,23128.12,7558.21,3.06,10.4_fraud,1,1,0,1,1,0.837,1
DSP-2024-1795,ORD-800795,CUST-81156,2024-05-30 09:00:00,2024-06-01 09:00:00,2024-06-22 09:00:00,21,3109.75,4038.63,0.77,13.1_not_received,1,1,1,1,0,0.9158,1
DSP-2024-1809,ORD-800809,CUST-10526,2024-06-01 16:00:00,2024-06-03 16:00:00,2024-06-22 16:00:00,19,1192.02,1168.65,1.02,10.4_fraud,1,0,1,0,0,0.0957,0
DSP-2024-1555,ORD-800555,CUST-43043,2024-04-14 17:00:00,2024-04-20 17:00:00,2024-06-22 17:00:00,63,4522.94,2724.66,1.66,13.1_not_received,1,0,0,0,1,0.0669,0
DSP-2024-1838,ORD-800838,CUST-93325,2024-06-06 18:00:00,2024-06-12 18:00:00,2024-06-22 18:00:00,10,1998.06,1884.96,1.06,10.4_fraud,1,1,1,0,0,0.399,0
DSP-2024-1777,ORD-800777,CUST-99298,2024-05-26 11:00:00,2024-05-28 11:00:00,2024-06-23 11:00:00,26,1717.49,1519.9,1.13,10.4_fraud,0,1,1,1,0,0.1086,0
DSP-2024-1776,ORD-800776,CUST-38688,2024-05-25 14:00:00,2024-05-28 14:00:00,2024-06-23 14:00:00,26,7816.61,6106.73,1.28,13.1_not_received,1,1,0,1,1,0.0768,0
DSP-2024-1545,ORD-800545,CUST-33437,2024-04-12 15:00:00,2024-04-18 15:00:00,2024-06-23 15:00:00,66,3330.52,2643.27,1.26,10.4_fraud,1,0,1,1,0,0.1079,0
DSP-2024-1823,ORD-800823,CUST-26568,2024-06-02 19:00:00,2024-06-08 19:00:00,2024-06-23 19:00:00,15,1980.75,1572.02,1.26,10.4_fraud,1,1,1,1,1,0.9597,1
DSP-2024-1893,ORD-800893,CUST-19216,2024-06-17 08:00:00,2024-06-21 08:00:00,2024-06-24 08:00:00,3,13081.08,10062.37,1.3,13.1_not_received,1,0,1,1,0,0.8711,1
DSP-2024-1879,ORD-800879,CUST-70399,2024-06-15 12:00:00,2024-06-21 12:00:00,2024-06-24 12:00:00,3,828.04,1166.26,0.71,10.4_fraud,1,1,1,0,0,0.4651,0
DSP-2024-1820,ORD-800820,CUST-85828,2024-06-02 17:00:00,2024-06-05 17:00:00,2024-06-24 17:00:00,19,1647.05,2139.03,0.77,10.4_fraud,0,1,1,1,1,0.1418,0
DSP-2024-1875,ORD-800875,CUST-84975,2024-06-13 18:00:00,2024-06-18 18:00:00,2024-06-24 18:00:00,6,4617.61,2157.76,2.14,13.3_not_as_described,1,1,1,1,0,0.2503,0
DSP-2024-1843,ORD-800843,CUST-31037,2024-06-06 21:00:00,2024-06-08 21:00:00,2024-06-24 21:00:00,16,2537.08,2046.03,1.24,10.4_fraud,0,1,0,1,1,0.2182,0
DSP-2024-1898,ORD-800898,CUST-94528,2024-06-17 09:00:00,2024-06-21 09:00:00,2024-06-25 09:00:00,4,1867.3,5046.77,0.37,10.4_fraud,1,1,0,1,1,0.7224,1
DSP-2024-1789,ORD-800789,CUST-39513,2024-05-27 12:00:00,2024-05-31 12:00:00,2024-06-25 12:00:00,25,2600.76,1125.87,2.31,13.3_not_as_described,1,0,0,0,0,0.2159,0
DSP-2024-1889,ORD-800889,CUST-23031,2024-06-14 13:00:00,2024-06-16 13:00:00,2024-06-25 13:00:00,9,2122.59,1658.27,1.28,10.4_fraud,1,1,0,1,0,0.5266,1
DSP-2024-1584,ORD-800584,CUST-86068,2024-04-20 19:00:00,2024-04-22 19:00:00,2024-06-25 19:00:00,64,1375.55,1175.68,1.17,13.3_not_as_described,1,1,1,1,0,0.1272,0
DSP-2024-1742,ORD-800742,CUST-96717,2024-05-18 20:00:00,2024-05-22 20:00:00,2024-06-25 20:00:00,34,3625.06,4315.55,0.84,13.3_not_as_described,1,1,1,0,0,0.3272,0
DSP-2024-1901,ORD-800901,CUST-93517,2024-06-18 08:00:00,2024-06-21 08:00:00,2024-06-26 08:00:00,5,1159.86,1008.57,1.15,12.6_duplicate,1,1,1,0,0,0.4094,0
DSP-2024-1771,ORD-800771,CUST-52692,2024-05-23 09:00:00,2024-05-28 09:00:00,2024-06-26 09:00:00,29,4758.7,4365.78,1.09,13.3_not_as_described,1,1,1,0,0,0.3177,0
DSP-2024-1886,ORD-800886,CUST-71282,2024-06-15 13:00:00,2024-06-20 13:00:00,2024-06-26 13:00:00,6,1093.39,1021.86,1.07,13.1_not_received,1,0,1,1,0,0.8178,1
DSP-2024-1788,ORD-800788,CUST-83002,2024-05-28 16:00:00,2024-05-30 16:00:00,2024-06-26 16:00:00,27,10127.73,3553.59,2.85,13.3_not_as_described,1,1,1,1,0,0.3065,0
DSP-2024-1666,ORD-800666,CUST-82123,2024-05-04 11:00:00,2024-05-07 11:00:00,2024-06-27 11:00:00,51,4974.39,4737.51,1.05,10.4_fraud,0,0,1,1,0,0.1408,0
DSP-2024-1878,ORD-800878,CUST-14652,2024-06-14 11:00:00,2024-06-20 11:00:00,2024-06-27 11:00:00,7,5167.58,5741.76,0.9,13.3_not_as_described,1,1,1,1,0,0.3807,0
DSP-2024-1848,ORD-800848,CUST-39999,2024-06-08 12:00:00,2024-06-10 12:00:00,2024-06-27 12:00:00,17,4288.0,5229.27,0.82,13.3_not_as_described,0,1,1,1,0,0.2853,0
DSP-2024-1819,ORD-800819,CUST-40268,2024-06-01 12:00:00,2024-06-05 12:00:00,2024-06-27 12:00:00,22,3490.96,3836.22,0.91,10.4_fraud,1,0,1,1,0,0.1134,0
DSP-2024-1919,ORD-800919,CUST-56623,2024-06-22 13:00:00,2024-06-25 13:00:00,2024-06-27 13:00:00,2,5380.5,5223.79,1.03,10.4_fraud,1,1,0,1,1,0.8408,1
DSP-2024-1859,ORD-800859,CUST-90908,2024-06-10 15:00:00,2024-06-12 15:00:00,2024-06-27 15:00:00,15,5470.92,4757.32,1.15,13.1_not_received,1,1,1,1,0,0.898,1
DSP-2024-1846,ORD-800846,CUST-94879,2024-06-06 15:00:00,2024-06-12 15:00:00,2024-06-27 15:00:00,15,1117.15,1595.93,0.7,13.1_not_received,1,1,1,1,1,0.9104,1
DSP-2024-1831,ORD-800831,CUST-19412,2024-06-04 19:00:00,2024-06-07 19:00:00,2024-06-27 19:00:00,20,1497.48,1179.12,1.27,10.4_fraud,0,1,1,1,0,0.0738,0
DSP-2024-1857,ORD-800857,CUST-90260,2024-06-10 13:00:00,2024-06-13 13:00:00,2024-06-28 13:00:00,15,4649.67,4226.97,1.1,13.3_not_as_described,1,1,1,1,0,0.2976,0
DSP-2024-1818,ORD-800818,CUST-45191,2024-06-02 13:00:00,2024-06-04 13:00:00,2024-06-28 13:00:00,24,4758.84,4957.12,0.96,13.3_not_as_described,1,1,1,1,0,0.4594,0
DSP-2024-1882,ORD-800882,CUST-65721,2024-06-14 14:00:00,2024-06-18 14:00:00,2024-06-28 14:00:00,10,11775.73,9199.79,1.28,10.4_fraud,1,1,0,1,1,0.8509,1
DSP-2024-1690,ORD-800690,CUST-66298,2024-05-09 14:00:00,2024-05-14 14:00:00,2024-06-28 14:00:00,45,4492.09,3537.08,1.27,12.6_duplicate,1,1,0,1,0,0.4464,0
DSP-2024-1850,ORD-800850,CUST-26006,2024-06-07 17:00:00,2024-06-13 17:00:00,2024-06-28 17:00:00,15,1138.02,1210.66,0.94,13.1_not_received,1,1,0,1,0,0.0848,0
DSP-2024-1862,ORD-800862,CUST-21116,2024-06-11 19:00:00,2024-06-17 19:00:00,2024-06-28 19:00:00,11,1635.19,1340.32,1.22,10.4_fraud,0,1,0,1,0,0.2202,0
DSP-2024-1723,ORD-800723,CUST-97601,2024-05-14 19:00:00,2024-05-16 19:00:00,2024-06-28 19:00:00,43,6854.82,5760.35,1.19,12.6_duplicate,1,1,1,0,1,0.5822,1
DSP-2024-1876,ORD-800876,CUST-18673,2024-06-14 21:00:00,2024-06-16 21:00:00,2024-06-28 21:00:00,12,3014.84,3045.29,0.99,10.4_fraud,1,1,1,0,0,0.4816,0
DSP-2024-1871,ORD-800871,CUST-79050,2024-06-12 21:00:00,2024-06-16 21:00:00,2024-06-28 21:00:00,12,1673.18,1608.83,1.04,10.4_fraud,0,0,1,1,0,0.0831,0
DSP-2024-1914,ORD-800914,CUST-23229,2024-06-21 13:00:00,2024-06-24 13:00:00,2024-06-29 13:00:00,5,2275.07,2369.86,0.96,12.6_duplicate,0,1,1,1,0,0.4238,0
DSP-2024-1918,ORD-800918,CUST-81366,2024-06-21 16:00:00,2024-06-26 16:00:00,2024-06-29 16:00:00,3,3406.12,4311.55,0.79,10.4_fraud,1,0,0,1,0,0.1256,0
DSP-2024-1904,ORD-800904,CUST-36295,2024-06-18 12:00:00,2024-06-23 12:00:00,2024-06-30 12:00:00,7,1611.77,1831.56,0.88,10.4_fraud,1,1,1,1,0,0.895,1
DSP-2024-1814,ORD-800814,CUST-54470,2024-06-02 15:00:00,2024-06-06 15:00:00,2024-06-30 15:00:00,24,5576.9,2248.75,2.48,10.4_fraud,1,0,1,1,1,0.0966,0
DSP-2024-1581,ORD-800581,CUST-99690,2024-04-18 21:00:00,2024-04-24 21:00:00,2024-06-30 21:00:00,67,1821.06,2069.39,0.88,12.6_duplicate,1,1,0,1,0,0.5956,1
DSP-2024-1590,ORD-800590,CUST-49925,2024-04-21 09:00:00,2024-04-24 09:00:00,2024-07-01 09:00:00,68,709.44,985.33,0.72,10.4_fraud,1,1,1,1,1,0.9599,1
DSP-2024-1603,ORD-800603,CUST-37293,2024-04-23 09:00:00,2024-04-28 09:00:00,2024-07-01 09:00:00,64,4105.11,4887.03,0.84,13.1_not_received,1,0,1,1,1,0.8813,1
DSP-2024-1737,ORD-800737,CUST-69231,2024-05-17 11:00:00,2024-05-20 11:00:00,2024-07-01 11:00:00,42,4266.75,5614.15,0.76,13.3_not_as_described,1,1,1,1,1,0.5525,1
DSP-2024-1691,ORD-800691,CUST-40723,2024-05-08 13:00:00,2024-05-14 13:00:00,2024-07-01 13:00:00,48,1994.5,1595.6,1.25,10.4_fraud,1,0,1,1,0,0.1091,0
DSP-2024-1883,ORD-800883,CUST-84102,2024-06-13 13:00:00,2024-06-15 13:00:00,2024-07-01 13:00:00,16,1065.5,895.38,1.19,10.4_fraud,1,1,0,1,0,0.711,1
DSP-2024-1743,ORD-800743,CUST-34182,2024-05-20 15:00:00,2024-05-25 15:00:00,2024-07-01 15:00:00,37,1199.55,1303.86,0.92,13.1_not_received,0,1,1,1,0,0.8437,1
DSP-2024-1629,ORD-800629,CUST-24393,2024-04-27 08:00:00,2024-05-03 08:00:00,2024-07-02 08:00:00,60,2034.2,1901.12,1.07,13.1_not_received,1,1,1,1,1,0.9155,1
DSP-2024-1849,ORD-800849,CUST-87585,2024-06-09 11:00:00,2024-06-15 11:00:00,2024-07-02 11:00:00,17,4080.22,2472.86,1.65,13.1_not_received,1,1,0,1,0,0.0863,0
DSP-2024-1800,ORD-800800,CUST-10018,2024-05-31 16:00:00,2024-06-06 16:00:00,2024-07-02 16:00:00,26,4924.71,4282.36,1.15,10.4_fraud,1,0,0,1,1,0.2246,0
DSP-2024-1911,ORD-800911,CUST-72395,2024-06-21 20:00:00,2024-06-26 20:00:00,2024-07-02 20:00:00,6,3911.51,3314.84,1.18,12.6_duplicate,1,1,1,1,0,0.3613,0
DSP-2024-1908,ORD-800908,CUST-44062,2024-06-20 21:00:00,2024-06-25 21:00:00,2024-07-02 21:00:00,7,2364.52,1986.99,1.19,10.4_fraud,1,1,0,1,0,0.7535,1
DSP-2024-1798,ORD-800798,CUST-31395,2024-05-29 09:00:00,2024-06-04 09:00:00,2024-07-03 09:00:00,29,1077.94,1497.14,0.72,12.6_duplicate,1,1,0,0,0,0.3053,0
DSP-2024-1799,ORD-800799,CUST-81980,2024-05-30 09:00:00,2024-06-05 09:00:00,2024-07-03 09:00:00,28,792.53,834.24,0.95,13.3_not_as_described,1,1,0,1,0,0.4266,0
DSP-2024-1825,ORD-800825,CUST-65406,2024-06-03 10:00:00,2024-06-08 10:00:00,2024-07-03 10:00:00,25,4598.03,6050.04,0.76,10.4_fraud,1,1,0,1,0,0.6021,1
DSP-2024-1924,ORD-800924,CUST-22777,2024-06-21 12:00:00,2024-06-24 12:00:00,2024-07-03 12:00:00,9,1330.55,1039.49,1.28,10.4_fraud,0,1,1,1,0,0.0596,0
DSP-2024-1608,ORD-800608,CUST-57801,2024-04-23 13:00:00,2024-04-26 13:00:00,2024-07-03 13:00:00,68,3042.95,7245.12,0.42,13.1_not_received,1,0,1,1,0,0.853,1
DSP-2024-1909,ORD-800909,CUST-56266,2024-06-20 14:00:00,2024-06-26 14:00:00,2024-07-03 14:00:00,7,1013.02,1055.23,0.96,13.3_not_as_described,1,1,1,1,0,0.2328,0
DSP-2024-1947,ORD-800947,CUST-33950,2024-06-26 19:00:00,2024-06-30 19:00:00,2024-07-03 19:00:00,3,823.05,935.28,0.88,10.4_fraud,1,0,0,1,0,0.2065,0
DSP-2024-1644,ORD-800644,CUST-91998,2024-05-01 20:00:00,2024-05-06 20:00:00,2024-07-03 20:00:00,58,9806.5,17511.6,0.56,13.1_not_received,0,1,1,1,1,0.8849,1
DSP-2024-1815,ORD-800815,CUST-29439,2024-06-03 20:00:00,2024-06-06 20:00:00,2024-07-03 20:00:00,27,22691.05,8018.04,2.83,13.1_not_received,0,0,0,0,1,0.0211,0
DSP-2024-1816,ORD-800816,CUST-40312,2024-06-03 09:00:00,2024-06-05 09:00:00,2024-07-04 09:00:00,29,1295.85,1028.45,1.26,13.1_not_received,1,1,1,1,0,0.7496,1
DSP-2024-1936,ORD-800936,CUST-89606,2024-06-24 10:00:00,2024-06-28 10:00:00,2024-07-04 10:00:00,6,1026.82,1237.13,0.83,10.4_fraud,1,1,1,0,0,0.5424,1
DSP-2024-1761,ORD-800761,CUST-84710,2024-05-22 12:00:00,2024-05-26 12:00:00,2024-07-04 12:00:00,39,10080.82,7754.48,1.3,10.4_fraud,0,0,1,0,0,0.0473,0
DSP-2024-1938,ORD-800938,CUST-41279,2024-06-25 17:00:00,2024-06-30 17:00:00,2024-07-04 17:00:00,4,1649.72,1683.39,0.98,13.3_not_as_described,0,1,1,1,0,0.4191,0
DSP-2024-1952,ORD-800952,CUST-55984,2024-06-27 09:00:00,2024-07-01 09:00:00,2024-07-05 09:00:00,4,3080.85,1426.32,2.16,10.4_fraud,1,1,1,1,0,0.9035,1
DSP-2024-1834,ORD-800834,CUST-38725,2024-06-04 12:00:00,2024-06-07 12:00:00,2024-07-05 12:00:00,28,2091.16,2904.39,0.72,10.4_fraud,1,1,0,1,0,0.5306,1
DSP-2024-1749,ORD-800749,CUST-23140,2024-05-20 13:00:00,2024-05-26 13:00:00,2024-07-05 13:00:00,40,7133.36,8492.09,0.84,13.1_not_received,1,1,0,1,0,0.0538,0
DSP-2024-1890,ORD-800890,CUST-97746,2024-06-16 15:00:00,2024-06-19 15:00:00,2024-07-05 15:00:00,16,16607.85,9278.13,1.79,10.4_fraud,1,1,1,1,0,0.8263,1
DSP-2024-1836,ORD-800836,CUST-65214,2024-06-06 08:00:00,2024-06-08 08:00:00,2024-07-06 08:00:00,28,2602.75,2683.25,0.97,10.4_fraud,1,1,0,1,0,0.5416,1
DSP-2024-1955,ORD-800955,CUST-31863,2024-06-29 09:00:00,2024-07-02 09:00:00,2024-07-06 09:00:00,4,5484.34,6688.22,0.82,10.4_fraud,1,1,0,0,0,0.5367,1
DSP-2024-1953,ORD-800953,CUST-37955,2024-06-26 11:00:00,2024-07-02 11:00:00,2024-07-06 11:00:00,4,1927.85,1947.32,0.99,10.4_fraud,1,1,1,0,0,0.4769,0
DSP-2024-1832,ORD-800832,CUST-10420,2024-06-04 16:00:00,2024-06-09 16:00:00,2024-07-06 16:00:00,27,1102.14,1136.23,0.97,10.4_fraud,1,1,1,0,1,0.6578,1
DSP-2024-1891,ORD-800891,CUST-91451,2024-06-17 17:00:00,2024-06-20 17:00:00,2024-07-06 17:00:00,16,11337.93,11810.34,0.96,13.3_not_as_described,0,0,1,1,0,0.4404,0
DSP-2024-1747,ORD-800747,CUST-27507,2024-05-21 17:00:00,2024-05-26 17:00:00,2024-07-06 17:00:00,41,1694.06,2171.87,0.78,13.3_not_as_described,1,1,1,1,0,0.2224,0
DSP-2024-1944,ORD-800944,CUST-92054,2024-06-27 18:00:00,2024-07-02 18:00:00,2024-07-06 18:00:00,4,2714.86,3193.95,0.85,13.1_not_received,0,1,0,0,0,0.0573,0
DSP-2024-1860,ORD-800860,CUST-61158,2024-06-11 09:00:00,2024-06-15 09:00:00,2024-07-07 09:00:00,22,1704.51,2185.27,0.78,13.1_not_received,0,1,1,1,0,0.8197,1
DSP-2024-1840,ORD-800840,CUST-77285,2024-06-05 10:00:00,2024-06-09 10:00:00,2024-07-07 10:00:00,28,1041.06,1073.26,0.97,10.4_fraud,0,1,1,0,0,0.0763,0
DSP-2024-1967,ORD-800967,CUST-69301,2024-06-30 11:00:00,2024-07-02 11:00:00,2024-07-07 11:00:00,5,2163.98,1949.53,1.11,10.4_fraud,0,1,0,1,0,0.1058,0
DSP-2024-1656,ORD-800656,CUST-60859,2024-05-02 11:00:00,2024-05-06 11:00:00,2024-07-07 11:00:00,62,2461.58,2258.33,1.09,10.4_fraud,0,1,1,1,0,0.1219,0
DSP-2024-1880,ORD-800880,CUST-13879,2024-06-14 11:00:00,2024-06-17 11:00:00,2024-07-07 11:00:00,20,1727.83,1570.75,1.1,10.4_fraud,1,0,1,0,0,0.0842,0
DSP-2024-1927,ORD-800927,CUST-26333,2024-06-22 13:00:00,2024-06-28 13:00:00,2024-07-07 13:00:00,9,321.15,1003.58,0.32,10.4_fraud,0,1,0,1,0,0.0766,0
DSP-2024-1905,ORD-800905,CUST-83509,2024-06-17 14:00:00,2024-06-21 14:00:00,2024-07-07 14:00:00,16,1313.53,1545.33,0.85,10.4_fraud,1,1,1,1,1,0.8537,1
DSP-2024-1949,ORD-800949,CUST-38325,2024-06-28 21:00:00,2024-07-01 21:00:00,2024-07-07 21:00:00,6,27276.18,8265.51,3.3,13.3_not_as_described,1,1,1,1,0,0.1946,0
DSP-2024-1933,ORD-800933,CUST-79626,2024-06-24 10:00:00,2024-06-28 10:00:00,2024-07-08 10:00:00,10,1396.5,1745.62,0.8,10.4_fraud,1,0,1,1,0,0.1398,0
DSP-2024-1972,ORD-800972,CUST-58604,2024-07-01 20:00:00,2024-07-03 20:00:00,2024-07-08 20:00:00,5,1728.42,2304.56,0.75,13.1_not_received,1,1,1,1,0,0.8996,1
DSP-2024-1989,ORD-800989,CUST-62599,2024-07-04 12:00:00,2024-07-08 12:00:00,2024-07-09 12:00:00,1,2342.73,4338.39,0.54,10.4_fraud,0,1,0,1,0,0.2033,0
DSP-2024-1957,ORD-800957,CUST-79853,2024-06-27 17:00:00,2024-06-29 17:00:00,2024-07-09 17:00:00,10,14338.6,13154.68,1.09,10.4_fraud,1,1,0,1,0,0.6549,1
DSP-2024-1868,ORD-800868,CUST-86607,2024-06-13 09:00:00,2024-06-19 09:00:00,2024-07-10 09:00:00,21,10359.75,3851.21,2.69,10.4_fraud,1,1,1,1,1,0.9367,1
DSP-2024-1962,ORD-800962,CUST-40036,2024-06-28 12:00:00,2024-07-04 12:00:00,2024-07-10 12:00:00,6,1555.12,1453.38,1.07,10.4_fraud,1,0,1,1,0,0.0412,0
DSP-2024-1958,ORD-800958,CUST-27585,2024-06-29 13:00:00,2024-07-01 13:00:00,2024-07-10 13:00:00,9,1670.07,1415.31,1.18,13.1_not_received,1,1,1,1,0,0.8046,1
DSP-2024-1839,ORD-800839,CUST-17818,2024-06-07 08:00:00,2024-06-13 08:00:00,2024-07-11 08:00:00,28,10882.92,5727.85,1.9,12.6_duplicate,0,0,1,1,0,0.4626,0
DSP-2024-1929,ORD-800929,CUST-40054,2024-06-22 10:00:00,2024-06-24 10:00:00,2024-07-11 10:00:00,17,1492.32,1735.25,0.86,13.3_not_as_described,1,1,0,1,1,0.7652,1
DSP-2024-1861,ORD-800861,CUST-47336,2024-06-11 14:00:00,2024-06-16 14:00:00,2024-07-11 14:00:00,25,3025.44,5932.23,0.51,10.4_fraud,1,1,0,1,0,0.6591,1
DSP-2024-1975,ORD-800975,CUST-93184,2024-07-01 15:00:00,2024-07-06 15:00:00,2024-07-11 15:00:00,5,3637.04,6061.73,0.6,13.1_not_received,1,1,1,1,0,0.869,1
DSP-2024-1695,ORD-800695,CUST-13975,2024-05-10 15:00:00,2024-05-14 15:00:00,2024-07-11 15:00:00,58,3110.95,3345.11,0.93,13.1_not_received,1,1,1,1,0,0.8118,1
DSP-2024-1968,ORD-800968,CUST-92895,2024-06-29 17:00:00,2024-07-05 17:00:00,2024-07-11 17:00:00,6,3036.15,6072.3,0.5,13.3_not_as_described,1,1,1,1,0,0.3567,0
DSP-2024-1903,ORD-800903,CUST-50894,2024-06-18 17:00:00,2024-06-20 17:00:00,2024-07-11 17:00:00,21,4888.89,5962.06,0.82,10.4_fraud,1,1,1,1,0,0.8031,1
DSP-2024-1982,ORD-800982,CUST-29517,2024-07-03 19:00:00,2024-07-05 19:00:00,2024-07-11 19:00:00,6,845.33,871.47,0.97,13.1_not_received,1,1,1,0,0,0.6805,1
DSP-2024-1971,ORD-800971,CUST-10969,2024-06-30 10:00:00,2024-07-06 10:00:00,2024-07-12 10:00:00,6,1825.2,3146.89,0.58,10.4_fraud,1,1,0,1,0,0.7678,1
DSP-2024-1990,ORD-800990,CUST-34520,2024-07-03 12:00:00,2024-07-08 12:00:00,2024-07-12 12:00:00,4,756.07,879.15,0.86,13.1_not_received,1,1,0,1,0,0.0439,0
DSP-2024-1960,ORD-800960,CUST-52981,2024-06-30 12:00:00,2024-07-06 12:00:00,2024-07-12 12:00:00,6,2161.85,1675.85,1.29,10.4_fraud,0,1,0,0,0,0.0239,0
DSP-2024-1851,ORD-800851,CUST-81746,2024-06-08 14:00:00,2024-06-14 14:00:00,2024-07-12 14:00:00,28,1994.99,1936.88,1.03,13.1_not_received,1,1,0,1,0,0.0356,0
DSP-2024-1983,ORD-800983,CUST-39018,2024-07-02 17:00:00,2024-07-06 17:00:00,2024-07-12 17:00:00,6,647.07,1376.75,0.47,13.3_not_as_described,1,1,1,1,1,0.5274,1
DSP-2024-2000,ORD-801000,CUST-30264,2024-07-06 19:00:00,2024-07-10 19:00:00,2024-07-12 19:00:00,2,14290.75,5292.87,2.7,10.4_fraud,1,1,1,0,0,0.4369,0
DSP-2024-1621,ORD-800621,CUST-10511,2024-04-27 19:00:00,2024-05-01 19:00:00,2024-07-12 19:00:00,72,1103.03,1869.55,0.59,13.1_not_received,1,0,1,1,1,0.9186,1
DSP-2024-1912,ORD-800912,CUST-18951,2024-06-20 19:00:00,2024-06-25 19:00:00,2024-07-12 19:00:00,17,1798.39,1780.58,1.01,12.6_duplicate,0,1,1,1,0,0.4817,0
DSP-2024-1884,ORD-800884,CUST-11431,2024-06-15 09:00:00,2024-06-20 09:00:00,2024-07-13 09:00:00,23,10989.44,4950.2,2.22,10.4_fraud,0,1,1,0,0,0.0761,0
DSP-2024-1616,ORD-800616,CUST-15906,2024-04-26 12:00:00,2024-04-30 12:00:00,2024-07-13 12:00:00,74,1035.79,986.47,1.05,10.4_fraud,1,1,1,1,0,0.8317,1
DSP-2024-1888,ORD-800888,CUST-87760,2024-06-14 12:00:00,2024-06-17 12:00:00,2024-07-13 12:00:00,26,2112.87,2855.23,0.74,10.4_fraud,0,1,1,0,1,0.1414,0
DSP-2024-2011,ORD-801011,CUST-47079,2024-07-09 08:00:00,2024-07-13 08:00:00,2024-07-14 08:00:00,1,5269.41,4790.37,1.1,10.4_fraud,1,1,1,0,0,0.4535,0
DSP-2024-1976,ORD-800976,CUST-68398,2024-07-03 15:00:00,2024-07-07 15:00:00,2024-07-14 15:00:00,7,1737.9,1347.21,1.29,10.4_fraud,1,1,0,1,0,0.653,1
DSP-2024-1963,ORD-800963,CUST-52680,2024-06-30 15:00:00,2024-07-05 15:00:00,2024-07-14 15:00:00,9,1252.51,1192.87,1.05,13.3_not_as_described,1,1,1,0,1,0.4969,0
DSP-2024-1722,ORD-800722,CUST-87994,2024-05-16 19:00:00,2024-05-22 19:00:00,2024-07-14 19:00:00,53,915.86,1064.95,0.86,10.4_fraud,1,1,0,0,0,0.4528,0
DSP-2024-1696,ORD-800696,CUST-34067,2024-05-10 16:00:00,2024-05-14 16:00:00,2024-07-15 16:00:00,62,8062.7,4555.2,1.77,13.1_not_received,0,1,0,1,1,0.1478,0
DSP-2024-1744,ORD-800744,CUST-15272,2024-05-20 17:00:00,2024-05-22 17:00:00,2024-07-15 17:00:00,54,906.17,2923.14,0.31,13.3_not_as_described,1,1,1,1,0,0.1938,0
DSP-2024-1902,ORD-800902,CUST-96128,2024-06-18 19:00:00,2024-06-20 19:00:00,2024-07-15 19:00:00,25,2938.51,3457.07,0.85,13.3_not_as_described,1,1,1,1,0,0.6008,1
DSP-2024-1981,ORD-800981,CUST-45687,2024-07-03 10:00:00,2024-07-05 10:00:00,2024-07-16 10:00:00,11,2040.3,1758.88,1.16,10.4_fraud,0,1,1,1,0,0.0769,0
DSP-2024-1935,ORD-800935,CUST-18958,2024-06-25 14:00:00,2024-06-29 14:00:00,2024-07-16 14:00:00,17,2275.51,2708.94,0.84,13.3_not_as_described,1,0,1,1,0,0.4039,0
DSP-2024-1679,ORD-800679,CUST-91227,2024-05-06 15:00:00,2024-05-10 15:00:00,2024-07-16 15:00:00,67,5457.64,1600.48,3.41,13.1_not_received,1,1,1,1,0,0.7873,1
DSP-2024-1892,ORD-800892,CUST-32457,2024-06-15 16:00:00,2024-06-20 16:00:00,2024-07-16 16:00:00,26,6860.08,6180.25,1.11,13.3_not_as_described,1,1,1,0,1,0.5686,1
DSP-2024-1910,ORD-800910,CUST-79086,2024-06-20 09:00:00,2024-06-22 09:00:00,2024-07-17 09:00:00,25,2443.12,2943.52,0.83,10.4_fraud,1,1,1,1,0,0.8369,1
DSP-2024-2003,ORD-801003,CUST-36998,2024-07-06 10:00:00,2024-07-11 10:00:00,2024-07-17 10:00:00,6,5023.78,2336.64,2.15,10.4_fraud,1,1,1,1,1,0.8905,1
